Time (ms),Name,Value
4158401,"elevator height","-20.0"
4158401,"mode","periodic"
4160203,"error","929.0"
4160203,"PID output","-0.09290000051259995"
4160203,"elevator height","-21.0"
4164109,"error","928.0"
4164109,"PID output","-0.09279999881982803"
4164109,"elevator height","-22.0"
4171617,"error","927.0"
4171617,"PID output","-0.09269999712705612"
4171617,"elevator height","-23.0"
4173518,"error","926.0"
4173518,"PID output","-0.09259999543428421"
4173518,"elevator height","-24.0"
4175220,"error","924.0"
4175220,"PID output","-0.09239999949932098"
4175220,"elevator height","-26.0"
4175322,"error","914.0"
4175322,"PID output","-0.09139999747276306"
4175322,"elevator height","-36.0"
4175423,"error","900.0"
4175423,"PID output","-0.08999999612569809"
4175423,"elevator height","-50.0"
4175523,"error","881.0"
4175523,"PID output","-0.08810000121593475"
4175523,"elevator height","-69.0"
4175624,"error","858.0"
4175624,"PID output","-0.08579999953508377"
4175624,"elevator height","-92.0"
4175723,"error","834.0"
4175724,"PID output","-0.08339999616146088"
4175724,"elevator height","-116.0"
4175822,"error","808.0"
4175822,"PID output","-0.08079999685287476"
4175822,"elevator height","-142.0"
4175925,"error","781.0"
4175925,"PID output","-0.07809999585151672"
4175925,"elevator height","-169.0"
4176025,"error","757.0"
4176025,"PID output","-0.07569999992847443"
4176025,"elevator height","-193.0"
4176126,"error","735.0"
4176127,"PID output","-0.07349999994039536"
4176127,"elevator height","-215.0"
4176226,"error","720.0"
4176226,"PID output","-0.07199999690055847"
4176226,"elevator height","-230.0"
4176326,"error","715.0"
4176326,"PID output","-0.07149999588727951"
4176326,"elevator height","-235.0"
4176427,"error","714.0"
4176427,"PID output","-0.0714000016450882"
4176427,"elevator height","-236.0"
4176527,"error","712.0"
4176527,"PID output","-0.07119999825954437"
4176527,"elevator height","-238.0"
4176627,"error","711.0"
4176627,"PID output","-0.07109999656677246"
4176627,"elevator height","-239.0"
4182170,"error","710.0"
4182170,"PID output","-0.07099999487400055"
4182170,"elevator height","-240.0"
4182266,"error","706.0"
4182266,"PID output","-0.0705999955534935"
4182266,"elevator height","-245.0"
4182366,"error","694.0"
4182367,"PID output","-0.06939999759197235"
4182367,"elevator height","-256.0"
4182469,"error","673.0"
4182469,"PID output","-0.06729999929666519"
4182470,"elevator height","-277.0"
4182568,"error","646.0"
4182568,"PID output","-0.06459999829530716"
4182568,"elevator height","-304.0"
4182668,"error","602.0"
4182668,"PID output","-0.06019999831914902"
4182668,"elevator height","-348.0"
4182768,"error","566.0"
4182768,"PID output","-0.056599996984004974"
4182768,"elevator height","-384.0"
4182868,"error","516.0"
4182868,"PID output","-0.05159999802708626"
4182869,"elevator height","-434.0"
4182968,"error","480.0"
4182968,"PID output","-0.04800000041723251"
4182968,"elevator height","-470.0"
4183069,"error","446.0"
4183070,"PID output","-0.044599998742341995"
4183070,"elevator height","-504.0"
4183169,"error","413.0"
4183169,"PID output","-0.04129999876022339"
4183169,"elevator height","-537.0"
4183270,"error","389.0"
4183270,"PID output","-0.03889999911189079"
4183271,"elevator height","-562.0"
4183569,"error","385.0"
4183570,"PID output","-0.03849999979138374"
4183570,"elevator height","-565.0"
4252876,"elevator height","-565.0"
4252877,"error","385.0"
4252877,"is terminated","true"
4252877,"mode","periodic"
4252877,"PID output","-0.03849999979138374"
4278009,"mode","init"
4278940,"error","954.0"
4278941,"PID output","-0.09539999812841415"
4278941,"is terminated","true"
4278941,"elevator height","4.0"
4278941,"mode","periodic"
4286351,"PID output","-0.09529999643564224"
4286352,"elevator height","3.0"
4286352,"error","953.0"
4286452,"error","947.0"
4286453,"PID output","-0.09470000118017197"
4286453,"elevator height","-3.0"
4286553,"error","936.0"
4286553,"PID output","-0.09359999746084213"
4286553,"elevator height","-14.0"
4286653,"error","920.0"
4286653,"PID output","-0.09200000017881393"
4286653,"elevator height","-30.0"
4286753,"error","900.0"
4286753,"PID output","-0.08999999612569809"
4286753,"elevator height","-50.0"
4286853,"error","880.0"
4286854,"PID output","-0.08799999952316284"
4286854,"elevator height","-70.0"
4286954,"error","860.0"
4286954,"PID output","-0.085999995470047"
4286954,"elevator height","-90.0"
4287054,"error","837.0"
4287054,"PID output","-0.08370000123977661"
4287054,"elevator height","-113.0"
4287155,"error","812.0"
4287155,"PID output","-0.0811999961733818"
4287155,"elevator height","-138.0"
4287254,"error","785.0"
4287255,"PID output","-0.07849999517202377"
4287255,"elevator height","-165.0"
4287355,"error","757.0"
4287355,"PID output","-0.07569999992847443"
4287355,"elevator height","-193.0"
4287455,"error","733.0"
4287455,"PID output","-0.07319999486207962"
4287455,"elevator height","-218.0"
4287556,"error","712.0"
4287556,"PID output","-0.07119999825954437"
4287556,"elevator height","-238.0"
4287656,"error","694.0"
4287656,"PID output","-0.06939999759197235"
4287656,"elevator height","-256.0"
4287757,"error","681.0"
4287757,"PID output","-0.06809999793767929"
4287757,"elevator height","-269.0"
4287857,"error","674.0"
4287857,"PID output","-0.0674000009894371"
4287857,"elevator height","-276.0"
4287957,"error","671.0"
4287957,"PID output","-0.06709999591112137"
4287957,"elevator height","-279.0"
4288057,"error","669.0"
4288057,"PID output","-0.06689999997615814"
4288057,"elevator height","-281.0"
4293063,"error","668.0"
4293063,"PID output","-0.06679999828338623"
4293064,"elevator height","-282.0"
4293164,"error","664.0"
4293164,"PID output","-0.06639999896287918"
4293164,"elevator height","-286.0"
4293264,"error","659.0"
4293264,"PID output","-0.06589999794960022"
4293264,"elevator height","-291.0"
4293365,"error","651.0"
4293365,"PID output","-0.06509999930858612"
4293365,"elevator height","-299.0"
4293465,"error","640.0"
4293465,"PID output","-0.06399999558925629"
4293465,"elevator height","-310.0"
4293566,"error","627.0"
4293566,"PID output","-0.06269999593496323"
4293566,"elevator height","-323.0"
4293666,"error","615.0"
4293666,"PID output","-0.06149999797344208"
4293666,"elevator height","-335.0"
4293766,"error","604.0"
4293766,"PID output","-0.06039999797940254"
4293767,"elevator height","-346.0"
4293866,"error","587.0"
4293866,"PID output","-0.05869999900460243"
4293866,"elevator height","-363.0"
4293968,"error","571.0"
4293968,"PID output","-0.057099997997283936"
4293968,"elevator height","-379.0"
4294067,"error","552.0"
4294067,"PID output","-0.0551999993622303"
4294067,"elevator height","-398.0"
4294168,"error","530.0"
4294168,"PID output","-0.05299999937415123"
4294168,"elevator height","-420.0"
4294267,"error","504.0"
4294268,"PID output","-0.05040000006556511"
4294268,"elevator height","-446.0"
4294368,"error","474.0"
4294368,"PID output","-0.04800000041723251"
4294368,"elevator height","-470.0"
4294468,"error","452.0"
4294468,"PID output","-0.04519999772310257"
4294468,"elevator height","-498.0"
4294569,"error","414.0"
4294569,"PID output","-0.0414000004529953"
4294569,"elevator height","-536.0"
4294669,"error","381.0"
4294669,"PID output","-0.038100000470876694"
4294669,"elevator height","-569.0"
4294770,"error","352.0"
4294770,"PID output","-0.03519999980926514"
4294770,"elevator height","-598.0"
4294870,"error","332.0"
4294870,"PID output","-0.03319999948143959"
4294870,"elevator height","-618.0"
4294971,"error","329.0"
4294971,"PID output","-0.032899998128414154"
4294971,"elevator height","-621.0"
4295271,"error","330.0"
4295271,"PID output","-0.032999999821186066"
4295271,"elevator height","-620.0"
4295672,"error","331.0"
4295672,"PID output","-0.03309999778866768"
4295672,"elevator height","-619.0"
4404968,"elevator height","-619.0"
4404968,"error","331.0"
4404968,"is terminated","true"
4404969,"mode","periodic"
4404969,"PID output","-0.03309999778866768"
4405069,"is terminated","false"
4408448,"error","945.5"
4408448,"PID output","-0.0945499986410141"
4408448,"elevator height","-4.5"
4408550,"is terminated","true"
4408550,"error","944.5"
4408550,"PID output","-0.09444999694824219"
4408550,"elevator height","-5.5"
4408649,"error","943.5"
4408649,"PID output","-0.09434999525547028"
4408649,"elevator height","-6.5"
4408749,"error","942.5"
4408749,"PID output","-0.09425000101327896"
4408749,"elevator height","-7.5"
4409049,"error","940.5"
4409049,"PID output","-0.09404999762773514"
4409049,"elevator height","-9.5"
4411653,"error","939.5"
4411654,"PID output","-0.09394999593496323"
4411654,"elevator height","-10.5"
4517623,"elevator height","-10.5"
4517624,"error","939.5"
4517624,"is terminated","true"
4517624,"mode","periodic"
4517624,"PID output","-0.09394999593496323"
4517723,"is terminated2","false"
4528837,"error","945.0"
4528837,"PID output","-0.09449999779462814"
4528837,"elevator height","-5.0"
4528938,"error","935.0"
4528938,"PID output","-0.09349999576807022"
4528938,"elevator height","-15.0"
4528938,"is terminated2","true"
4598880,"is terminated2","false"
4598969,"elevator height","-15.0"
4598970,"error","935.0"
4598970,"is terminated","true"
4598970,"mode","periodic"
4598970,"PID output","-0.09349999576807022"
4606102,"error","944.5"
4606103,"PID output","-0.09444999694824219"
4606103,"elevator height","-5.5"
4606301,"error","943.5"
4606301,"PID output","-0.09434999525547028"
4606302,"elevator height","-6.5"
4606403,"error","942.5"
4606403,"PID output","-0.09425000101327896"
4606404,"elevator height","-7.5"
4606904,"error","941.5"
4606904,"PID output","-0.09414999932050705"
4606904,"elevator height","-8.5"
4608607,"error","940.5"
4608607,"PID output","-0.09404999762773514"
4608607,"elevator height","-9.5"
4609208,"error","939.5"
4609208,"PID output","-0.09394999593496323"
4609208,"elevator height","-10.5"
4609809,"error","938.5"
4609809,"PID output","-0.09384999424219131"
4609809,"elevator height","-11.5"
4653941,"is terminated2","false"
4653942,"elevator height","-11.5"
4653942,"error","938.5"
4653943,"is terminated","true"
4653943,"mode","periodic"
4653943,"PID output","-0.09384999424219131"
4677177,"error","962.5"
4677178,"PID output","-0.10000000149011612"
4677178,"elevator height","12.5"
4677278,"error","955.5"
4677278,"elevator height","5.5"
4677477,"error","954.5"
4677477,"elevator height","4.5"
4678077,"error","953.5"
4678077,"elevator height","3.5"
4678277,"error","952.5"
4678277,"elevator height","2.5"
4694730,"error","951.5"
4694730,"elevator height","1.5"
4695830,"error","949.5"
4695830,"elevator height","-0.5"
4695931,"error","943.5"
4695931,"elevator height","-6.5"
4696031,"error","932.5"
4696031,"elevator height","-17.5"
4696131,"error","917.5"
4696131,"elevator height","-32.5"
4696232,"error","901.5"
4696232,"elevator height","-48.5"
4696332,"error","889.5"
4696333,"elevator height","-60.5"
4696432,"error","883.5"
4696432,"elevator height","-66.5"
4696534,"error","881.5"
4696534,"elevator height","-68.5"
4696733,"error","880.5"
4696734,"elevator height","-69.5"
4697234,"error","878.5"
4697235,"elevator height","-71.5"
4697335,"error","874.5"
4697335,"elevator height","-75.5"
4697435,"error","868.5"
4697435,"elevator height","-81.5"
4697535,"error","862.5"
4697535,"elevator height","-87.5"
4697636,"error","855.5"
4697636,"elevator height","-94.5"
4706447,"error","853.5"
4706447,"elevator height","-96.5"
4706547,"error","846.5"
4706547,"elevator height","-103.5"
4706648,"error","834.5"
4706648,"elevator height","-115.5"
4706748,"error","824.5"
4706748,"elevator height","-125.5"
4706848,"error","820.5"
4706848,"elevator height","-129.5"
4706948,"error","819.5"
4706948,"elevator height","-130.5"
4707049,"error","818.5"
4707049,"elevator height","-131.5"
4707148,"error","811.5"
4707149,"elevator height","-138.5"
4707249,"error","808.5"
4707249,"elevator height","-141.5"
4707349,"error","799.5"
4707349,"elevator height","-150.5"
4707450,"error","788.5"
4707450,"elevator height","-161.5"
4707551,"error","775.5"
4707551,"elevator height","-174.5"
4707650,"error","758.5"
4707651,"elevator height","-191.5"
4707750,"error","746.5"
4707751,"elevator height","-203.5"
4707851,"error","734.5"
4707851,"elevator height","-215.5"
4707952,"error","723.5"
4707953,"elevator height","-226.5"
4708052,"error","710.5"
4708052,"elevator height","-239.5"
4708152,"error","703.5"
4708152,"elevator height","-246.5"
4708353,"error","696.5"
4708353,"elevator height","-253.5"
4719067,"error","695.5"
4719067,"elevator height","-254.5"
4761344,"is terminated2","false"
4761412,"elevator height","-254.5"
4761412,"error","695.5"
4761412,"is terminated","true"
4761412,"mode","periodic"
4761412,"PID output","-0.10000000149011612"
4812043,"is terminated2","false"
4812043,"elevator height","-254.5"
4812044,"error","695.5"
4812044,"is terminated","true"
4812044,"mode","periodic"
4812044,"PID output","-0.10000000149011612"
